migration_scenario,year,year_month,FIPS,area_name,age_in_yrs_num,age_in_yrs_char,total,total_male,total_female,nh_white_total,nh_white_male,nh_white_female,nh_black_total,nh_black_male,nh_black_female,hispanic_total,hispanic_male,hispanic_female,nh_asian_total,nh_asian_male,nh_asian_female,nh_other_total,nh_other_male,nh_other_female
Mid,2027,202707,000,State of Texas,8,8 yrs,376016,191178,184838,108157,55401,52756,46322,23360,22962,180149,91302,88847,20950,10711,10239,20438,10404,10034
Mid,2027,202707,000,State of Texas,9,9 yrs,390679,198626,192053,111337,56939,54398,48393,24616,23777,187329,94999,92330,22285,11226,11059,21335,10846,10489
Mid,2027,202707,000,State of Texas,10,10 yrs,407355,207671,199684,117171,59959,57212,49445,25197,24248,195564,99351,96213,23497,11980,11517,21678,11184,10494
Mid,2027,202707,000,State of Texas,11,11 yrs,423489,215587,207902,122692,62766,59926,51140,25720,25420,203646,103714,99932,23838,12145,11693,22173,11242,10931
Mid,2027,202707,000,State of Texas,12,12 yrs,432753,221080,211673,123966,63716,60250,52327,26521,25806,209163,106829,102334,24723,12633,12090,22574,11381,11193
Mid,2027,202707,000,State of Texas,13,13 yrs,429766,219468,210298,124048,63698,60350,51787,26439,25348,208055,105983,102072,24137,12308,11829,21739,11040,10699
Mid,2027,202707,000,State of Texas,14,14 yrs,429864,218961,210903,124107,63198,60909,51457,26066,25391,207464,105736,101728,25123,13094,12029,21713,10867,10846
Mid,2027,202707,000,State of Texas,15,15 yrs,430753,219814,210939,123407,62805,60602,51891,26433,25458,209766,107363,102403,24329,12358,11971,21360,10855,10505
Mid,2027,202707,000,State of Texas,16,16 yrs,435829,222985,212844,125358,64360,60998,52668,26854,25814,212537,108873,103664,24072,12123,11949,21194,10775,10419
Mid,2027,202707,000,State of Texas,17,17 yrs,459788,234655,225133,129649,66594,63055,55660,28037,27623,227636,116244,111392,24482,12336,12146,22361,11444,10917
Mid,2027,202707,000,State of Texas,18,18 yrs,461128,235856,225272,130160,66731,63429,55866,28493,27373,228701,117063,111638,24500,12442,12058,21901,11127,10774
Mid,2027,202707,000,State of Texas,19,19 yrs,475622,242611,233011,133810,68403,65407,57599,29225,28374,236301,120831,115470,25607,12887,12720,22305,11265,11040
Mid,2027,202707,000,State of Texas,20,20 yrs,473369,241336,232033,134448,68821,65627,58034,29462,28572,234069,119330,114739,24892,12496,12396,21926,11227,10699
Mid,2027,202707,000,State of Texas,21,21 yrs,466846,238553,228293,133872,68800,65072,56616,28485,28131,229688,117868,111820,25354,12583,12771,21316,10817,10499
Mid,2027,202707,000,State of Texas,22,22 yrs,473054,242128,230926,136010,69841,66169,57323,28957,28366,232264,119713,112551,26321,13036,13285,21136,10581,10555
Mid,2027,202707,000,State of Texas,23,23 yrs,471822,240888,230934,137693,70490,67203,57146,28854,28292,229457,117737,111720,26700,13297,13403,20826,10510,10316
Mid,2027,202707,000,State of Texas,24,24 yrs,467317,238297,229020,137101,70309,66792,56860,28640,28220,226623,116133,110490,26917,13200,13717,19816,10015,9801
Mid,2027,202707,000,State of Texas,25,25 yrs,474861,241933,232928,139158,71369,67789,61684,30566,31118,225203,115940,109263,29029,14202,14827,19787,9856,9931
Mid,2027,202707,000,State of Texas,26,26 yrs,482365,243130,239235,145890,73979,71911,62068,30353,31715,223516,113764,109752,31296,15328,15968,19595,9706,9889
Mid,2027,202707,000,State of Texas,27,27 yrs,481352,244237,237115,150029,76596,73433,62260,30413,31847,219920,112692,107228,30693,15100,15593,18450,9436,9014
Mid,2027,202707,000,State of Texas,28,28 yrs,461619,233981,227638,145403,74128,71275,59087,28978,30109,209779,107372,102407,30012,14815,15197,17338,8688,8650
Mid,2027,202707,000,State of Texas,29,29 yrs,450397,228755,221642,142262,72642,69620,57671,28255,29416,202960,104308,98652,30614,15129,15485,16890,8421,8469
Mid,2027,202707,000,State of Texas,30,30 yrs,445009,225814,219195,143108,73052,70056,56477,27477,29000,198634,102372,96262,30766,14941,15825,16024,7972,8052
Mid,2027,202707,000,State of Texas,31,31 yrs,446319,225411,220908,144919,73607,71312,56591,27479,29112,197202,101033,96169,30977,15097,15880,16630,8195,8435
Mid,2027,202707,000,State of Texas,32,32 yrs,462731,234352,228379,151602,77415,74187,59812,28804,31008,203901,104870,99031,31175,15162,16013,16241,8101,8140
